Customer ID,Amount,Gross Profit,Transaction Date
194,$175.00,$137.00,2021-01-25 13:23:38.958+00
1138,$375.00,$337.00,2021-01-25 13:25:21.711+00
194,$175.00,$137.00,2021-01-25 13:27:28.222+00
375,$175.00,$137.00,2021-01-25 13:43:20.01+00
725,$149.00,$111.00,2021-01-25 14:02:36.914+00
48,$165.00,$127.00,2021-01-25 15:58:05.004+00
666,$175.00,$137.00,2021-01-25 21:40:47.287+00
666,$175.00,$137.00,2021-01-25 21:40:47.287+00
607,$175.00,$137.00,2021-01-26 03:09:03.352+00
681,$175.00,$137.00,2021-01-26 04:51:19.111+00
139,$149.00,$111.00,2021-01-26 07:12:51.187+00
1141,$259.00,$221.00,2021-01-26 07:24:39.335+00
272,$149.00,$111.00,2021-01-26 07:35:08.047+00
1142,$259.00,$221.00,2021-01-26 07:58:34.235+00
1143,$259.00,$221.00,2021-01-26 08:26:33.612+00
1144,$149.00,$111.00,2021-01-26 08:35:55.177+00
469,$175.00,$137.00,2021-01-26 08:53:42.719+00
1145,$259.00,$221.00,2021-01-26 09:13:06.029+00
684,$149.00,$111.00,2021-01-26 10:30:37.718+00
1147,$375.00,$337.00,2021-01-26 11:11:38.035+00
1148,$260.00,$222.00,2021-01-26 11:28:32.158+00
1146,$299.00,$261.00,2021-01-26 11:56:16.236+00
1146,$299.00,$261.00,2021-01-26 11:56:16.236+00
1149,$259.00,$221.00,2021-01-26 12:04:00.735+00
1150,$259.00,$221.00,2021-01-26 12:11:30.77+00
341,$175.00,$137.00,2021-01-26 12:26:21.485+00
1151,$175.00,$137.00,2021-01-26 13:07:24.863+00
1152,$259.00,$221.00,2021-01-26 13:23:24.773+00
284,$175.00,$137.00,2021-01-26 13:37:53.394+00
1153,$149.00,$111.00,2021-01-26 14:01:10.107+00
765,$175.00,$137.00,2021-01-26 14:29:44.995+00
149,$175.00,$137.00,2021-01-26 15:07:48.26+00
35,$175.00,$137.00,2021-01-26 15:58:25.18+00
715,$175.00,$137.00,2021-01-26 16:00:37.132+00
631,$175.00,$137.00,2021-01-26 16:23:56.883+00
1155,$259.00,$221.00,2021-01-26 16:38:13.221+00
1154,$375.00,$337.00,2021-01-26 17:27:22.4+00
973,$149.00,$111.00,2021-01-27 06:49:36.306+00
1158,$149.00,$111.00,2021-01-27 09:59:02.08+00
599,$175.00,$137.00,2021-01-27 10:12:51.309+00
1159,$259.00,$221.00,2021-01-27 10:49:26.398+00
574,$175.00,$137.00,2021-01-27 11:20:39.704+00
362,$149.00,$111.00,2021-01-27 12:01:47.117+00
1160,$259.00,$221.00,2021-01-27 12:48:05.139+00
412,$175.00,$137.00,2021-01-27 12:49:18.658+00
547,$149.00,$111.00,2021-01-27 13:01:15.463+00
827,$149.00,$111.00,2021-01-27 13:10:54.038+00
827,$149.00,$111.00,2021-01-27 13:10:54.038+00
1140,$375.00,$337.00,2021-01-27 13:11:18.666+00
1140,$375.00,$337.00,2021-01-27 13:11:18.666+00
1140,$375.00,$337.00,2021-01-27 13:11:18.666+00
1140,$375.00,$337.00,2021-01-27 13:11:18.666+00
751,$149.00,$111.00,2021-01-27 13:40:28.22+00
948,$149.00,$111.00,2021-01-27 13:47:06+00
1161,$259.00,$221.00,2021-01-27 14:26:22.136+00
597,$175.00,$137.00,2021-01-27 14:29:35.397+00
1162,$259.00,$221.00,2021-01-27 15:15:37.23+00
1163,$175.00,$137.00,2021-01-27 17:20:12.236+00
640,$175.00,$137.00,2021-01-28 04:19:12.548+00
611,$175.00,$137.00,2021-01-28 04:32:59.184+00
506,$175.00,$137.00,2021-01-28 06:03:36.866+00
1165,$259.00,$221.00,2021-01-28 07:28:39.814+00
1165,$259.00,$221.00,2021-01-28 07:28:39.814+00
1165,$259.00,$221.00,2021-01-28 07:28:39.814+00
1166,$299.00,$261.00,2021-01-28 09:13:34.296+00
533,$149.00,$111.00,2021-01-28 09:22:39.73+00
749,$175.00,$137.00,2021-01-28 10:49:23.76+00
875,$149.00,$111.00,2021-01-28 11:13:52.83+00
583,$149.00,$111.00,2021-01-28 11:59:18.542+00
821,$149.00,$111.00,2021-01-28 12:23:03.4+00
770,$175.00,$137.00,2021-01-28 13:24:06.149+00
1167,$175.00,$137.00,2021-01-28 13:51:46.683+00
336,$175.00,$137.00,2021-01-28 14:07:56.373+00
1094,$375.00,$337.00,2021-01-28 21:20:05.902+00
1094,$375.00,$337.00,2021-01-28 21:20:05.902+00
459,$149.00,$111.00,2021-01-29 06:19:02.656+00
1169,$299.00,$261.00,2021-01-29 08:08:00.071+00
760,$149.00,$111.00,2021-01-29 08:28:33.078+00
1000,$149.00,$111.00,2021-01-29 08:47:46.361+00
393,$175.00,$137.00,2021-01-29 09:32:49.165+00
393,$175.00,$137.00,2021-01-29 09:32:49.165+00
393,$175.00,$137.00,2021-01-29 09:32:49.165+00
798,$149.00,$111.00,2021-01-29 11:29:51.888+00
1168,$299.00,$261.00,2021-01-29 11:34:35.187+00
1171,$375.00,$337.00,2021-01-29 11:41:10.157+00
844,$175.00,$137.00,2021-01-29 11:51:33.816+00
1172,$175.00,$137.00,2021-01-29 12:58:47.986+00
805,$175.00,$137.00,2021-01-29 13:23:50.882+00
25,$175.00,$137.00,2021-01-29 13:52:12.017+00
1090,$375.00,$337.00,2021-01-29 13:59:50.07+00
1090,$375.00,$337.00,2021-01-29 13:59:50.07+00
1170,$375.00,$337.00,2021-01-29 15:44:22.763+00
1173,$259.00,$221.00,2021-01-29 17:04:29.255+00
612,$175.00,$137.00,2021-01-29 17:26:10.065+00
507,$175.00,$137.00,2021-01-30 07:35:41.692+00
211,$149.00,$111.00,2021-01-30 10:01:29.792+00
883,$149.00,$111.00,2021-01-30 10:34:32.189+00
1175,$259.00,$221.00,2021-01-30 10:39:00.894+00
1174,$375.00,$337.00,2021-01-30 10:56:37.63+00
1176,$149.00,$111.00,2021-01-30 10:57:22.006+00
578,$175.00,$137.00,2021-01-30 12:16:46.532+00
1164,$299.00,$261.00,2021-01-30 14:48:43.396+00
1164,$299.00,$261.00,2021-01-30 14:48:43.396+00
1164,$299.00,$261.00,2021-01-30 14:48:43.396+00
1164,$299.00,$261.00,2021-01-30 14:48:43.396+00
598,$175.00,$137.00,2021-01-30 15:48:15.185+00
387,$149.00,$111.00,2021-01-30 17:51:55.657+00
769,$165.00,$127.00,2021-01-30 20:55:27.289+00
769,$165.00,$127.00,2021-01-30 20:55:27.289+00
659,$149.00,$111.00,2021-01-31 10:28:40.565+00
1083,$175.00,$137.00,2021-01-31 13:18:29.696+00
1178,$259.00,$221.00,2021-01-31 17:50:48.704+00
133,$175.00,$137.00,2021-01-31 19:49:15.955+00
1179,$259.00,$221.00,2021-01-31 20:59:57.841+00
701,$175.00,$137.00,2021-01-31 23:47:51.478+00
1180,$259.00,$221.00,2021-02-01 03:59:47.985+00
997,$175.00,$137.00,2021-02-01 04:52:31.745+00
781,$175.00,$137.00,2021-02-01 06:16:43.598+00
851,$175.00,$137.00,2021-02-01 07:49:12.391+00
139,$149.00,$111.00,2021-02-01 08:39:14.716+00
1177,$259.00,$221.00,2021-02-01 09:16:22.421+00
1177,$259.00,$221.00,2021-02-01 09:16:22.421+00
1134,$299.00,$261.00,2021-02-01 10:18:19.234+00
1134,$299.00,$261.00,2021-02-01 10:18:19.234+00
452,$175.00,$137.00,2021-02-01 10:33:36.943+00
452,$175.00,$137.00,2021-02-01 10:33:36.943+00
630,$175.00,$137.00,2021-02-01 11:25:01.801+00
1183,$259.00,$221.00,2021-02-01 11:25:28.657+00
1181,$259.00,$221.00,2021-02-01 11:32:08.015+00
800,$149.00,$111.00,2021-02-01 11:51:19.867+00
1184,$175.00,$137.00,2021-02-01 11:54:46.015+00
1157,$299.00,$261.00,2021-02-01 13:00:28.137+00
1182,$299.00,$261.00,2021-02-01 13:13:31.306+00
1182,$299.00,$261.00,2021-02-01 13:13:31.306+00
1185,$375.00,$337.00,2021-02-01 13:36:25.799+00
1187,$175.00,$137.00,2021-02-01 13:55:23.727+00
1186,$259.00,$221.00,2021-02-01 13:55:34.089+00
214,$299.00,$261.00,2021-02-01 14:20:18.194+00
1188,$260.00,$222.00,2021-02-01 14:40:33.343+00
380,$175.00,$137.00,2021-02-01 14:59:41.716+00
570,$175.00,$137.00,2021-02-01 16:15:32.608+00
1017,$175.00,$137.00,2021-02-01 16:55:51.931+00
1028,$175.00,$137.00,2021-02-01 21:39:46.124+00
739,$175.00,$137.00,2021-02-01 22:57:45.411+00
1191,$299.00,$261.00,2021-02-02 06:12:23.63+00
1192,$259.00,$221.00,2021-02-02 06:26:17.083+00
582,$149.00,$111.00,2021-02-02 06:47:36.654+00
808,$149.00,$111.00,2021-02-02 07:45:02.837+00
669,$149.00,$111.00,2021-02-02 09:15:58.606+00
1156,$375.00,$337.00,2021-02-02 09:45:27.176+00
1156,$375.00,$337.00,2021-02-02 09:45:27.176+00
1156,$375.00,$337.00,2021-02-02 09:45:27.176+00
156,$175.00,$137.00,2021-02-02 10:17:41.984+00
743,$149.00,$111.00,2021-02-02 10:21:41.345+00
993,$175.00,$137.00,2021-02-02 10:45:08.521+00
1194,$375.00,$337.00,2021-02-02 11:36:41.969+00
1193,$149.00,$111.00,2021-02-02 11:38:33.273+00
490,$175.00,$137.00,2021-02-02 12:44:02.794+00
594,$175.00,$137.00,2021-02-02 12:46:12.663+00
563,$149.00,$111.00,2021-02-02 14:02:31.258+00
1195,$259.00,$221.00,2021-02-02 14:16:35.692+00
115,$175.00,$137.00,2021-02-02 14:17:19.453+00
1196,$259.00,$221.00,2021-02-02 14:47:54.616+00
928,$175.00,$137.00,2021-02-02 15:57:50.032+00
1197,$175.00,$137.00,2021-02-02 17:08:37.407+00
1190,$375.00,$337.00,2021-02-02 19:10:35.424+00
1190,$375.00,$337.00,2021-02-02 19:10:35.424+00
931,$149.00,$111.00,2021-02-03 04:53:12.161+00
995,$149.00,$111.00,2021-02-03 05:06:00.965+00
1198,$299.00,$261.00,2021-02-03 06:13:02.162+00
682,$175.00,$137.00,2021-02-03 07:43:14.018+00
829,$175.00,$137.00,2021-02-03 08:56:56.307+00
670,$175.00,$137.00,2021-02-03 09:05:04.536+00
199,$175.00,$137.00,2021-02-03 10:49:40.96+00
1199,$259.00,$221.00,2021-02-03 11:08:13.58+00
243,$149.00,$111.00,2021-02-03 12:36:48.008+00
1200,$375.00,$337.00,2021-02-03 12:54:18.241+00
853,$175.00,$137.00,2021-02-03 12:59:58.65+00
746,$149.00,$111.00,2021-02-03 14:07:41.813+00
1201,$175.00,$137.00,2021-02-03 14:36:10.517+00
635,$175.00,$137.00,2021-02-03 15:01:50.337+00
635,$175.00,$137.00,2021-02-03 15:01:50.337+00
635,$175.00,$137.00,2021-02-03 15:01:50.337+00
195,$149.00,$111.00,2021-02-03 16:40:12.855+00
482,$149.00,$111.00,2021-02-03 17:17:21.78+00
981,$175.00,$137.00,2021-02-03 18:32:01.875+00
863,$175.00,$137.00,2021-02-04 04:47:04.95+00
470,$149.00,$111.00,2021-02-04 06:54:54.364+00
470,$149.00,$111.00,2021-02-04 06:54:54.364+00
653,$165.00,$127.00,2021-02-04 07:40:39.297+00
742,$175.00,$137.00,2021-02-04 08:21:43.907+00
100,$165.00,$127.00,2021-02-04 10:08:13.24+00
91,$175.00,$137.00,2021-02-04 10:10:20.563+00
1202,$259.00,$221.00,2021-02-04 10:12:46.911+00
1202,$259.00,$221.00,2021-02-04 10:12:46.911+00
193,$175.00,$137.00,2021-02-04 10:19:28.259+00
1204,$175.00,$137.00,2021-02-04 10:53:18.385+00
1203,$259.00,$221.00,2021-02-04 11:04:04.654+00
1048,$149.00,$111.00,2021-02-04 11:28:55.885+00
866,$149.00,$111.00,2021-02-04 11:45:03.98+00
525,$149.00,$111.00,2021-02-04 11:52:55.552+00
1205,$299.00,$261.00,2021-02-04 12:05:56.743+00
708,$175.00,$137.00,2021-02-04 12:05:58.434+00
508,$175.00,$137.00,2021-02-04 12:29:49.835+00
787,$149.00,$111.00,2021-02-04 13:05:53.302+00
381,$175.00,$137.00,2021-02-04 13:19:40.184+00
775,$149.00,$111.00,2021-02-04 14:09:46.952+00
1207,$259.00,$221.00,2021-02-04 15:04:46.291+00
721,$175.00,$137.00,2021-02-04 15:33:12.644+00
1206,$259.00,$221.00,2021-02-04 16:16:07.458+00
1206,$259.00,$221.00,2021-02-04 16:16:07.458+00
1206,$259.00,$221.00,2021-02-04 16:16:07.458+00
587,$149.00,$111.00,2021-02-04 18:06:38.601+00
1208,$165.00,$127.00,2021-02-04 18:08:41.677+00
1189,$299.00,$261.00,2021-02-05 01:33:27.021+00
609,$175.00,$137.00,2021-02-05 07:37:13.406+00
1210,$259.00,$221.00,2021-02-05 08:07:26.319+00
1209,$260.00,$222.00,2021-02-05 08:20:54.65+00
1209,$260.00,$222.00,2021-02-05 08:20:54.65+00
1209,$260.00,$222.00,2021-02-05 08:20:54.65+00
132,$175.00,$137.00,2021-02-05 08:23:52.12+00
278,$149.00,$111.00,2021-02-05 09:09:39.106+00
485,$175.00,$137.00,2021-02-05 09:47:23.049+00
1211,$259.00,$221.00,2021-02-05 10:02:26.474+00
672,$165.00,$127.00,2021-02-05 11:31:24.397+00
1213,$259.00,$221.00,2021-02-05 11:46:37.408+00
651,$175.00,$137.00,2021-02-05 13:18:23.361+00
763,$175.00,$137.00,2021-02-05 13:19:15.698+00
763,$175.00,$137.00,2021-02-05 13:19:15.698+00
1214,$175.00,$137.00,2021-02-05 15:46:31.016+00
1215,$199.00,$161.00,2021-02-06 09:17:00.341+00
1215,$199.00,$161.00,2021-02-06 09:17:00.341+00
1215,$199.00,$161.00,2021-02-06 09:17:00.341+00
1216,$259.00,$221.00,2021-02-06 11:07:52.676+00
1217,$259.00,$221.00,2021-02-06 12:24:08.538+00
1218,$375.00,$337.00,2021-02-06 14:02:14.67+00
1219,$165.00,$127.00,2021-02-06 15:03:52.819+00
901,$175.00,$137.00,2021-02-06 16:10:05.498+00
1053,$149.00,$111.00,2021-02-06 16:14:04.051+00
1221,$259.00,$221.00,2021-02-07 07:49:37.512+00
1138,$175.00,$137.00,2021-02-07 10:07:50.402+00
1138,$175.00,$137.00,2021-02-07 10:07:50.402+00
606,$175.00,$137.00,2021-02-07 11:22:51.372+00
1026,$175.00,$137.00,2021-02-07 11:29:42.694+00
346,$165.00,$127.00,2021-02-07 13:38:26.989+00
789,$149.00,$111.00,2021-02-07 15:25:25.3+00
373,$165.00,$127.00,2021-02-07 16:11:08.456+00
1222,$175.00,$137.00,2021-02-07 17:29:05.013+00
1223,$259.00,$221.00,2021-02-07 21:11:10.666+00
1224,$259.00,$221.00,2021-02-08 00:49:44.178+00
1224,$259.00,$221.00,2021-02-08 00:49:44.178+00
1224,$259.00,$221.00,2021-02-08 00:49:44.178+00
352,$175.00,$137.00,2021-02-08 06:57:00.623+00
1212,$149.00,$111.00,2021-02-08 08:20:46.232+00
1212,$149.00,$111.00,2021-02-08 08:20:46.232+00
1225,$375.00,$337.00,2021-02-08 08:37:46.666+00
1226,$299.00,$261.00,2021-02-08 09:54:59.558+00
683,$175.00,$137.00,2021-02-08 10:27:24.655+00
903,$175.00,$137.00,2021-02-08 10:32:41.252+00
903,$175.00,$137.00,2021-02-08 10:32:41.252+00
867,$175.00,$137.00,2021-02-08 11:07:21.425+00
1227,$149.00,$111.00,2021-02-08 11:07:26.75+00
1085,$149.00,$111.00,2021-02-08 11:08:04.037+00
238,$149.00,$111.00,2021-02-08 11:35:20.244+00
151,$175.00,$137.00,2021-02-08 11:36:35.19+00
552,$175.00,$137.00,2021-02-08 12:32:29.384+00
1228,$375.00,$337.00,2021-02-08 12:34:33.626+00
326,$149.00,$111.00,2021-02-08 12:42:24.666+00
991,$175.00,$137.00,2021-02-08 12:43:57.773+00
1111,$175.00,$137.00,2021-02-08 12:46:26.73+00
133,$165.00,$127.00,2021-02-08 12:46:37.261+00
673,$175.00,$137.00,2021-02-08 13:08:53.497+00
675,$175.00,$137.00,2021-02-08 13:31:59.174+00
704,$175.00,$137.00,2021-02-08 13:51:54.946+00
817,$175.00,$137.00,2021-02-08 14:10:24.216+00
131,$149.00,$111.00,2021-02-08 14:15:15.682+00
131,$149.00,$111.00,2021-02-08 14:15:15.682+00
41,$175.00,$137.00,2021-02-08 15:26:04.637+00
480,$149.00,$111.00,2021-02-08 15:31:24.205+00
1231,$375.00,$337.00,2021-02-08 15:54:49.296+00
205,$125.00,$87.00,2021-02-08 16:15:38.751+00
297,$149.00,$111.00,2021-02-08 17:32:19.845+00
1079,$175.00,$137.00,2021-02-08 19:05:15.996+00
1079,$175.00,$137.00,2021-02-08 19:05:15.996+00
400,$175.00,$137.00,2021-02-08 21:50:25.036+00
77,$175.00,$137.00,2021-02-09 07:25:19.628+00
269,$175.00,$137.00,2021-02-09 08:02:37.948+00
835,$149.00,$111.00,2021-02-09 08:10:18.647+00
895,$175.00,$137.00,2021-02-09 08:54:04.147+00
895,$175.00,$137.00,2021-02-09 08:54:04.147+00
334,$149.00,$111.00,2021-02-09 10:56:06.345+00
334,$149.00,$111.00,2021-02-09 10:56:06.345+00
1233,$259.00,$221.00,2021-02-09 11:08:37.612+00
1042,$175.00,$137.00,2021-02-09 12:41:33.195+00
534,$175.00,$137.00,2021-02-09 13:30:29.285+00
432,$149.00,$111.00,2021-02-09 14:04:08.508+00
225,$165.00,$127.00,2021-02-09 14:32:11.783+00
554,$175.00,$137.00,2021-02-09 15:19:45.726+00
388,$175.00,$137.00,2021-02-09 16:21:14.521+00
388,$175.00,$137.00,2021-02-09 16:21:14.521+00
361,$165.00,$127.00,2021-02-09 16:58:21.802+00
123,$175.00,$137.00,2021-02-09 17:35:59.86+00
1234,$259.00,$221.00,2021-02-09 20:49:57.552+00
1035,$175.00,$137.00,2021-02-09 23:24:01.779+00
1035,$175.00,$137.00,2021-02-09 23:24:01.779+00
1220,$299.00,$261.00,2021-02-10 06:12:08.823+00
95,$149.00,$111.00,2021-02-10 06:57:26.899+00
1235,$299.00,$261.00,2021-02-10 07:13:21.656+00
401,$149.00,$111.00,2021-02-10 08:29:23.934+00
864,$149.00,$111.00,2021-02-10 08:31:10.765+00
1230,$259.00,$221.00,2021-02-10 08:33:00.016+00
1230,$259.00,$221.00,2021-02-10 08:33:00.016+00
177,$149.00,$111.00,2021-02-10 09:03:48.41+00
1236,$259.00,$221.00,2021-02-10 09:44:37.19+00
71,$149.00,$111.00,2021-02-10 10:54:12.076+00
710,$175.00,$137.00,2021-02-10 11:28:05.097+00
632,$175.00,$137.00,2021-02-10 12:05:53.53+00
802,$175.00,$137.00,2021-02-10 12:44:09.665+00
802,$175.00,$137.00,2021-02-10 12:44:09.665+00
748,$149.00,$111.00,2021-02-10 12:58:24.437+00
450,$175.00,$137.00,2021-02-10 13:02:21.335+00
1238,$259.00,$221.00,2021-02-10 13:29:41.094+00
884,$149.00,$111.00,2021-02-10 14:17:57.382+00
310,$175.00,$137.00,2021-02-10 14:19:12.202+00
804,$175.00,$137.00,2021-02-10 15:11:28.787+00
1229,$259.00,$221.00,2021-02-10 16:36:43.513+00
1229,$259.00,$221.00,2021-02-10 16:36:43.513+00
1072,$175.00,$137.00,2021-02-10 16:46:24.756+00
1082,$175.00,$137.00,2021-02-10 17:29:02.859+00
516,$175.00,$137.00,2021-02-10 17:35:32.708+00
1241,$259.00,$221.00,2021-02-11 03:05:22.232+00
496,$149.00,$111.00,2021-02-11 05:59:00.79+00
1056,$259.00,$221.00,2021-02-11 06:58:08.689+00
1242,$299.00,$261.00,2021-02-11 09:09:39.751+00
1070,$175.00,$137.00,2021-02-11 09:11:36.558+00
809,$149.00,$111.00,2021-02-11 09:52:42.376+00
1243,$259.00,$221.00,2021-02-11 09:57:56.071+00
1245,$149.00,$111.00,2021-02-11 10:13:20.788+00
1244,$175.00,$137.00,2021-02-11 10:15:05.318+00
1244,$175.00,$137.00,2021-02-11 10:15:05.318+00
174,$149.00,$111.00,2021-02-11 10:41:48.315+00
886,$259.00,$221.00,2021-02-11 10:44:43.517+00
1246,$175.00,$137.00,2021-02-11 11:39:27.877+00
855,$149.00,$111.00,2021-02-11 12:51:38.138+00
475,$149.00,$111.00,2021-02-11 13:10:05.877+00
894,$175.00,$137.00,2021-02-11 14:51:42.452+00
894,$175.00,$137.00,2021-02-11 14:51:42.452+00
1247,$375.00,$337.00,2021-02-11 15:39:55.582+00
989,$149.00,$111.00,2021-02-11 18:28:04.959+00
1248,$375.00,$337.00,2021-02-12 00:35:06.14+00
1240,$375.00,$337.00,2021-02-12 03:52:13.241+00
348,$149.00,$111.00,2021-02-12 05:17:06.535+00
1232,$259.00,$221.00,2021-02-12 07:21:24.411+00
1232,$259.00,$221.00,2021-02-12 07:21:24.411+00
904,$175.00,$137.00,2021-02-12 09:35:47.912+00
1249,$299.00,$261.00,2021-02-12 09:35:55.623+00
1252,$259.00,$221.00,2021-02-12 10:40:39.746+00
910,$149.00,$111.00,2021-02-12 10:50:33.79+00
1253,$149.00,$111.00,2021-02-12 11:14:48.116+00
1254,$259.00,$221.00,2021-02-12 11:45:28.823+00
642,$175.00,$137.00,2021-02-12 11:52:13.811+00
642,$175.00,$137.00,2021-02-12 11:52:13.811+00
88,$175.00,$137.00,2021-02-12 12:50:09.621+00
1255,$149.00,$111.00,2021-02-12 13:16:56.974+00
1256,$259.00,$221.00,2021-02-12 13:23:57.606+00
1257,$259.00,$221.00,2021-02-12 13:34:57.079+00
1181,$175.00,$137.00,2021-02-12 14:17:20.239+00
67,$175.00,$137.00,2021-02-12 17:51:03.968+00
263,$149.00,$111.00,2021-02-12 23:02:17.856+00
699,$149.00,$111.00,2021-02-13 05:43:24.84+00
508,$175.00,$137.00,2021-02-13 07:22:51.857+00
629,$175.00,$137.00,2021-02-13 08:27:14.401+00
27,$149.00,$111.00,2021-02-13 09:05:12.037+00
1258,$259.00,$221.00,2021-02-13 12:39:26.19+00
1259,$299.00,$261.00,2021-02-13 15:19:47.068+00
1259,$299.00,$261.00,2021-02-13 16:05:59.962+00
1259,$299.00,$261.00,2021-02-13 16:05:59.962+00
1260,$175.00,$137.00,2021-02-13 19:48:55.974+00
1262,$375.00,$337.00,2021-02-14 13:40:40.809+00
1250,$259.00,$221.00,2021-02-15 07:16:38.048+00
1250,$259.00,$221.00,2021-02-15 07:16:38.048+00
1251,$259.00,$221.00,2021-02-15 09:05:23.738+00
323,$149.00,$111.00,2021-02-15 09:12:00.902+00
1263,$299.00,$261.00,2021-02-15 09:12:56.138+00
732,$165.00,$127.00,2021-02-15 09:43:40.493+00
935,$149.00,$111.00,2021-02-15 09:56:22.467+00
912,$149.00,$111.00,2021-02-15 10:12:53.897+00
1264,$149.00,$111.00,2021-02-15 10:25:17.67+00
1265,$259.00,$221.00,2021-02-15 12:30:36.008+00
779,$175.00,$137.00,2021-02-15 13:09:52.642+00
1266,$259.00,$221.00,2021-02-15 13:28:45.078+00
934,$175.00,$137.00,2021-02-15 13:45:44.543+00
356,$149.00,$111.00,2021-02-15 14:45:10.439+00
696,$175.00,$137.00,2021-02-15 16:17:22.415+00
1268,$299.00,$261.00,2021-02-15 18:42:00.652+00
1269,$299.00,$261.00,2021-02-15 20:12:16.878+00
453,$149.00,$111.00,2021-02-16 06:13:48.403+00
893,$149.00,$111.00,2021-02-16 07:22:34.868+00
1239,$149.00,$111.00,2021-02-16 08:34:37.453+00
1239,$149.00,$111.00,2021-02-16 08:34:37.453+00
418,$149.00,$111.00,2021-02-16 08:48:34.529+00
553,$175.00,$137.00,2021-02-16 08:55:31.332+00
932,$149.00,$111.00,2021-02-16 09:07:45.107+00
1271,$259.00,$221.00,2021-02-16 09:48:43.265+00
761,$149.00,$111.00,2021-02-16 10:28:23.879+00
256,$149.00,$111.00,2021-02-16 10:41:22.119+00
131,$149.00,$111.00,2021-02-16 11:28:03.984+00
152,$175.00,$137.00,2021-02-16 11:49:38.163+00
996,$175.00,$137.00,2021-02-16 12:18:43.146+00
588,$175.00,$137.00,2021-02-16 13:01:35.032+00
713,$175.00,$137.00,2021-02-16 13:45:22.837+00
213,$175.00,$137.00,2021-02-16 14:08:53.074+00
376,$175.00,$137.00,2021-02-16 14:26:41.955+00
89,$175.00,$137.00,2021-02-16 15:05:34.04+00
915,$175.00,$137.00,2021-02-16 16:49:59.689+00
129,$175.00,$137.00,2021-02-16 17:44:10.461+00
643,$149.00,$111.00,2021-02-16 18:10:33.34+00
454,$149.00,$111.00,2021-02-16 18:26:55.953+00
871,$149.00,$111.00,2021-02-16 18:56:12.624+00
924,$149.00,$111.00,2021-02-17 05:08:07.992+00
1272,$259.00,$221.00,2021-02-17 07:22:00.729+00
1267,$259.00,$221.00,2021-02-17 09:15:40.711+00
441,$149.00,$111.00,2021-02-17 09:23:10.012+00
1009,$149.00,$111.00,2021-02-17 09:30:02.038+00
1237,$375.00,$337.00,2021-02-17 09:50:08.348+00
1065,$175.00,$137.00,2021-02-17 10:16:38.299+00
941,$149.00,$111.00,2021-02-17 10:18:45.854+00
811,$175.00,$137.00,2021-02-17 10:45:25.325+00
854,$175.00,$137.00,2021-02-17 10:53:30.661+00
1103,$149.00,$111.00,2021-02-17 11:06:11.653+00
1274,$259.00,$221.00,2021-02-17 11:37:51.491+00
1275,$175.00,$137.00,2021-02-17 11:43:06.956+00
1276,$259.00,$221.00,2021-02-17 12:43:39.668+00
548,$175.00,$137.00,2021-02-17 13:07:25.58+00
1114,$165.00,$127.00,2021-02-17 13:33:40.666+00
171,$165.00,$127.00,2021-02-17 14:23:03.22+00
1277,$299.00,$261.00,2021-02-17 14:43:20.884+00
1273,$299.00,$261.00,2021-02-17 15:34:27.338+00
1278,$149.00,$111.00,2021-02-17 15:48:30.799+00
1279,$175.00,$137.00,2021-02-17 17:36:02.132+00
592,$175.00,$137.00,2021-02-17 17:40:50.323+00
1280,$299.00,$261.00,2021-02-17 18:38:06.626+00
679,$175.00,$137.00,2021-02-17 20:36:17.494+00
309,$149.00,$111.00,2021-02-18 06:07:42.731+00
207,$149.00,$111.00,2021-02-18 06:36:26.894+00
1281,$299.00,$261.00,2021-02-18 06:52:02.671+00
722,$175.00,$137.00,2021-02-18 07:57:02.134+00
1282,$259.00,$221.00,2021-02-18 08:37:34.448+00
28,$149.00,$111.00,2021-02-18 09:09:10.068+00
1270,$175.00,$137.00,2021-02-18 10:00:04.852+00
407,$175.00,$137.00,2021-02-18 10:07:54.657+00
1283,$175.00,$137.00,2021-02-18 14:29:16.26+00
850,$175.00,$137.00,2021-02-18 14:58:56.934+00
538,$149.00,$111.00,2021-02-18 15:17:01.586+00
530,$175.00,$137.00,2021-02-18 16:47:20.701+00
576,$175.00,$137.00,2021-02-18 17:07:14.591+00
415,$175.00,$137.00,2021-02-18 17:53:35.152+00
702,$175.00,$137.00,2021-02-19 01:43:41.988+00
387,$149.00,$111.00,2021-02-19 07:22:31.484+00
888,$175.00,$137.00,2021-02-19 07:33:57.788+00
613,$175.00,$137.00,2021-02-19 07:40:29.253+00
613,$175.00,$137.00,2021-02-19 07:40:29.253+00
1286,$259.00,$221.00,2021-02-19 07:51:45.849+00
1287,$259.00,$221.00,2021-02-19 08:06:18.341+00
697,$149.00,$111.00,2021-02-19 08:58:37.119+00
1288,$375.00,$337.00,2021-02-19 09:13:25.837+00
1284,$299.00,$261.00,2021-02-19 10:57:17.374+00
882,$149.00,$111.00,2021-02-19 11:14:46.352+00
1290,$299.00,$261.00,2021-02-19 11:36:42.482+00
923,$175.00,$137.00,2021-02-19 12:20:30.751+00
1291,$299.00,$261.00,2021-02-19 12:30:53.579+00
648,$175.00,$137.00,2021-02-19 12:54:59.682+00
628,$175.00,$137.00,2021-02-19 13:26:39.376+00
1292,$259.00,$221.00,2021-02-19 14:09:17.502+00
